0,0,1,1,2023-11-07T15:32:04.026175100
1,0,1,1,2023-11-07T15:32:05.144938700
2,0,1,1,2023-11-07T15:40:11.360823100
3,0,1,1,2023-11-07T16:10:37.471944
4,0,1,1,2023-11-07T16:11:07.215129400
5,0,1,1,2023-11-07T16:11:14.687459400
6,0,1,1,2023-11-07T16:11:20.926773900
7,0,1,1,2023-11-07T16:11:58.252046600
8,0,1,1,2023-11-07T16:12:55.222894600
9,0,1,1,2023-11-07T16:13:27.808519700
10,0,1,1,2023-11-07T16:15:29.911864
11,0,1,1,2023-11-07T16:15:31.943765800
12,0,1,1,2023-11-07T16:16:56.122662
13,0,1,1,2023-11-07T16:17:39.338006900
14,0,1,1,2023-11-07T16:19:20.511629800
15,0,1,1,2023-11-07T16:21:47.762221500
16,0,1,1,2023-11-07T16:40:27.407625900
17,0,1,1,2023-11-07T16:41:30.463545800
18,0,1,1,2023-11-07T16:43:55.459188600
19,0,1,1,2023-11-07T16:58:53.555623200
20,0,1,1,2023-11-07T17:01:19.120637600
21,0,1,1,2023-11-07T17:02:10.638659
22,0,1,1,2023-11-07T17:02:43.268681800
23,0,1,1,2023-11-07T17:05:23.540817300
24,0,1,1,2023-11-07T17:06:15.992343
25,0,1,1,2023-11-07T17:08:45.695404500
26,0,1,1,2023-11-07T18:39:20.973028
27,0,1,1,2023-11-07T18:39:56.427252100
28,0,1,1,2023-11-07T18:40:58.831195200
29,0,1,1,2023-11-07T18:42:20.440340600
30,0,1,1,2023-11-07T19:03:40.646810700
31,0,2,1,2023-11-07T19:04:30.191692100
32,0,1,1,2023-11-07T19:04:48.858642300
33,0,1,1,2023-11-07T19:05:25.646879400
34,0,1,1,2023-11-07T19:05:43.850894600
35,0,1,1,2023-11-07T19:06:34.664854100
36,0,1,1,2023-11-07T19:06:40.225079600
37,0,1,1,2023-11-07T19:07:00.811070900
38,0,1,1,2023-11-07T19:07:59.828342500
39,0,1,1,2023-11-07T19:08:07.936017700
40,0,1,1,2023-11-07T19:08:51.427154600
41,0,1,1,2023-11-07T19:09:10.401170900
42,0,1,1,2023-11-07T19:12:55.286004700
43,0,1,1,2023-11-07T20:26:57.358543500
44,0,2,1,2023-11-07T20:27:07.192443900
45,0,1,1,2023-11-07T20:27:47.779689
46,0,1,1,2023-11-07T20:40:34.127020
47,0,2,1,2023-11-07T20:40:49.084093
48,0,3,1,2023-11-07T20:41:38.032153500
49,0,1,1,2023-11-07T20:42:03.516882500
50,0,1,1,2023-11-07T20:42:55.780501800
51,0,2,1,2023-11-07T20:43:02.017312
52,0,3,1,2023-11-07T20:43:17.241042400
53,0,1,1,2023-11-07T20:44:39.347492
54,0,2,1,2023-11-07T20:44:48.018168400
55,0,3,1,2023-11-07T20:44:55.150474500
56,0,1,1,2023-11-07T20:46:23.928127
57,0,2,1,2023-11-07T20:46:29.709627100
58,0,3,1,2023-11-07T20:46:36.757793600
59,0,1,1,2023-11-07T20:48:40.344125400
60,0,2,1,2023-11-07T20:49:24.831037500
61,0,1,1,2023-11-07T20:50:24.967741500
62,0,1,1,2023-11-07T20:50:52.431766
63,0,2,1,2023-11-07T20:51:04.264639100
64,0,1,1,2023-11-07T20:51:20.614062700
65,0,1,1,2023-11-07T20:52:16.055816400
66,0,2,1,2023-11-07T20:52:19.246917200
67,0,1,1,2023-11-07T20:52:41.729882600
68,0,2,1,2023-11-07T21:02:14.852472700
69,0,1,1,2023-11-07T21:02:19.937554100
70,0,1,1,2023-11-07T21:04:46.684153300
71,0,2,1,2023-11-07T21:04:56.130890100
72,0,3,1,2023-11-07T21:05:04.186133800
73,0,1,1,2023-11-07T23:23:14.174519700
74,0,2,1,2023-11-07T23:23:19.413402
75,0,3,1,2023-11-07T23:23:27.239725900
76,0,1,1,2023-11-07T23:25:48.086971200
77,0,2,1,2023-11-07T23:25:56.012280400
78,0,1,1,2023-11-07T23:26:33.882630400
79,0,2,1,2023-11-07T23:26:36.476251800
80,0,1,1,2023-11-08T10:46:10.852794200
81,0,2,1,2023-11-08T10:46:16.140017800
82,0,3,1,2023-11-08T10:46:23.824862600
83,0,1,1,2023-11-08T11:27:12.693959900
84,0,2,1,2023-11-08T11:27:42.888274300
85,0,3,1,2023-11-08T11:32:10.436172100
86,0,1,1,2023-11-08T11:32:46.946702800
87,0,3,1,2023-11-08T11:32:54.975109400
88,0,1,1,2023-11-08T12:05:19.163529
89,0,2,1,2023-11-08T12:05:26.183611
90,0,1,1,2023-11-08T12:06:47.947346
91,0,2,1,2023-11-08T12:10:14.371957600
92,0,2,1,2023-11-08T12:11:34.585680100
93,0,3,1,2023-11-08T12:11:40.008516500
94,0,2,1,2023-11-08T12:15:43.333033100
95,0,3,1,2023-11-08T12:15:48.548354300
96,0,2,1,2023-11-08T12:15:48.563559
97,0,1,1,2023-11-08T12:20:04.944333500
98,0,2,1,2023-11-08T12:20:07.879158800
99,0,3,1,2023-11-08T12:20:11.120798700
100,0,2,1,2023-11-08T12:20:11.161504900
101,0,1,1,2023-11-08T12:23:05.046111100
102,0,2,1,2023-11-08T12:23:07.452436100
103,0,3,1,2023-11-08T12:23:17.113211600
104,0,2,1,2023-11-08T12:23:17.142529500
105,0,1,1,2023-11-08T12:28:18.035717600
106,0,2,1,2023-11-08T12:28:21.072647200
107,0,3,1,2023-11-08T12:28:24.166673900
108,0,2,1,2023-11-08T12:28:24.186139900
109,0,1,1,2023-11-08T12:30:13.884667500
110,0,2,1,2023-11-08T12:30:16.472486900
111,0,3,1,2023-11-08T12:30:19.336949900
112,0,1,1,2023-11-08T12:36:11.228069300
113,0,2,1,2023-11-08T12:36:13.529314100
114,0,3,1,2023-11-08T12:36:18.008807800
115,0,1,1,2023-11-08T12:42:51.538295700
116,0,2,1,2023-11-08T12:42:54.288814300
117,0,3,1,2023-11-08T12:42:57.422804400
118,0,1,1,2023-11-08T12:45:44.266479600
119,0,2,1,2023-11-08T12:45:47.992332600
120,0,3,1,2023-11-08T12:45:50.256119100
121,0,1,1,2023-11-08T12:51:09.976078400
122,0,2,1,2023-11-08T12:51:13.592437700
123,0,3,1,2023-11-08T12:51:17.031956500
124,0,1,1,2023-11-08T12:52:43.362017100
125,0,1,1,2023-11-08T12:54:05.139387100
126,0,2,1,2023-11-08T12:54:07.678822200
127,0,3,1,2023-11-08T12:54:17.560827600
128,0,1,1,2023-11-08T12:55:03.881692900
129,0,2,1,2023-11-08T12:55:05.905539
130,0,3,1,2023-11-08T12:55:08.384604700
131,0,1,1,2023-11-08T12:56:51.710204300
132,0,2,1,2023-11-08T12:56:53.968925900
133,0,3,1,2023-11-08T12:56:56.084447700
134,0,1,1,2023-11-08T12:58:17.439747400
135,0,2,1,2023-11-08T12:58:19.496639100
136,0,3,1,2023-11-08T12:58:22.121715700
137,0,1,1,2023-11-08T12:59:24.721252600
138,0,2,1,2023-11-08T12:59:26.804185600
139,0,3,1,2023-11-08T12:59:29.354666700
140,0,1,1,2023-11-08T13:04:55.109925900
141,0,2,1,2023-11-08T13:04:57.483820400
142,0,3,1,2023-11-08T13:05:00.219945700
143,0,1,1,2023-11-08T13:06:39.894838
144,0,2,1,2023-11-08T13:06:42.310770
145,0,3,1,2023-11-08T13:06:46.035449100
146,0,1,1,2023-11-08T13:08:22.629455
147,0,2,1,2023-11-08T13:08:25.255233500
148,0,3,1,2023-11-08T13:08:28.524185
149,0,1,1,2023-11-08T13:49:42.870420200
150,0,2,1,2023-11-08T13:49:45.793555200
151,0,3,1,2023-11-08T13:49:49.989423400
152,0,1,1,2023-11-08T13:54:13.696590500
153,0,2,1,2023-11-08T13:54:16.758361300
154,0,3,1,2023-11-08T13:54:19.557482
155,0,2,1,2023-11-08T13:55:58.453701300
156,0,3,1,2023-11-08T13:56:00.190195400
157,0,1,1,2023-11-08T13:56:22.139070700
158,0,2,1,2023-11-08T13:56:24.660038400
159,0,3,1,2023-11-08T13:56:28.478753
160,0,1,1,2023-11-08T13:57:42.068303900
161,0,2,1,2023-11-08T13:57:44.668530300
162,0,3,1,2023-11-08T13:57:47.083132600
163,0,1,1,2023-11-08T13:59:09.524513
164,0,2,1,2023-11-08T13:59:12.193290600
165,0,3,1,2023-11-08T13:59:15.137311800
166,0,1,1,2023-11-08T14:02:26.579806200
167,0,2,1,2023-11-08T14:02:29.216519600
168,0,3,1,2023-11-08T14:02:31.818941700
169,0,1,1,2023-11-08T14:03:48.772392800
170,0,2,1,2023-11-08T14:03:52.351426
171,0,3,1,2023-11-08T14:03:55.830539700
172,0,1,1,2023-11-08T14:05:03.335949500
173,0,2,1,2023-11-08T14:05:06.614145700
174,0,3,1,2023-11-08T14:05:09.791418800
175,0,1,1,2023-11-08T14:05:32.671600500
176,0,2,1,2023-11-08T14:05:35.067542700
177,0,3,1,2023-11-08T14:05:37.590368200
178,0,1,1,2023-11-08T14:06:44.778541400
179,0,2,1,2023-11-08T14:06:48.187324700
180,0,3,1,2023-11-08T14:06:50.138207800
181,0,1,1,2023-11-08T14:09:01.089874200
182,0,2,1,2023-11-08T14:09:49.446065600
183,0,3,1,2023-11-08T14:09:53.784926
184,0,1,1,2023-11-08T14:14:07.604344700
185,0,2,1,2023-11-08T14:14:10.985004
186,0,3,1,2023-11-08T14:14:16.355534400
187,0,1,1,2023-11-08T14:18:29.118152500
188,0,2,1,2023-11-08T14:18:31.377980700
189,0,3,1,2023-11-08T14:18:36.883156600
190,0,1,1,2023-11-08T14:23:40.224880800
191,0,2,1,2023-11-08T14:23:43.795749900
192,0,3,1,2023-11-08T14:23:47.573066400
